"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","phylum","class","order","family","genus","cx_int_no"
"1671506","occ","","","237047","Talenkauen santacrucensis","species","67277","","Talenkauen santacrucensis","species","67277","Campanian","","83.6","72.2","86725","-72.048058","-49.952221","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Talenkauen","113"
"1671510","occ","","","237047","cf. Dreadnoughtus schrani","species","304824","","Dreadnoughtus schrani","species","304824","Campanian","","83.6","72.2","86725","-72.048058","-49.952221","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Dreadnoughtus","113"
"1671513","occ","","","237048","cf. Orkoraptor burkei","species","122476","","Orkoraptor burkei","species","122476","Campanian","","83.6","72.2","86725","-72.105835","-49.845554","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaraptoridae","Orkoraptor","113"
"1671594","occ","","","237063","Huaxiazhoulong shouwen n. gen. n. sp.","species","500589","","Huaxiazhoulong shouwen","species","500589","Campanian","","83.6","72.2","89836","116.668892","27.498333","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Huaxiazhoulong","113"
"1671595","occ","","","150336","Pavo californicus n. sp.","species","139706","recombined as","Meleagris californica","species","139706","Rancholabrean","","0.21","0.014","89840","-118.348892","34.069721","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris","33"
"1671626","occ","","","192630","Lophortyx californica","species","368764","recombined as","Callipepla californica","species","368467","Rancholabrean","","0.21","0.014","89843","-118.357002","34.063999","Chordata","Saurischia","Galliformes","Odontophoridae","Callipepla","33"
"1671627","occ","","","192630","Parapavo californicus","species","139708","recombined as","Meleagris californica","species","139706","Rancholabrean","","0.21","0.014","89843","-118.357002","34.063999","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris","33"
"1671910","occ","","IF","237077","Delatorrichnus goyenechei","species","141035","","Delatorrichnus goyenechei","species","141035","Callovian","Oxfordian","165.3","154.8","89864","-68.116669","-47.583332","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Delatorrichnopodidae","Delatorrichnus","15"
"1672025","occ","","","152008","Lophortyx californicus","species","432126","recombined as","Callipepla californica","species","368467","Rancholabrean","","0.21","0.014","89882","-118.357002","34.063999","Chordata","Saurischia","Galliformes","Odontophoridae","Callipepla","33"
"1672026","occ","","","152008","Parapavo californicus","species","139708","recombined as","Meleagris californica","species","139706","Rancholabrean","","0.21","0.014","89882","-118.357002","34.063999","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris","33"
"1672093","occ","","","161536","Lophortyx californicus","species","432126","recombined as","Callipepla californica","species","368467","Rancholabrean","","0.21","0.014","89882","-118.357002","34.063999","Chordata","Saurischia","Galliformes","Odontophoridae","Callipepla","33"
"1672094","occ","","","161536","Parapavo californicus","species","139708","recombined as","Meleagris californica","species","139706","Rancholabrean","","0.21","0.014","89882","-118.357002","34.063999","Chordata","Saurischia","Galliformes","Phasianidae","Meleagris","33"
"1674385","occ","","","237360","Sinosaurus triassicus","species","64287","","Sinosaurus triassicus","species","64287","Hettangian","Sinemurian","201.4","192.9","90007","101.983330","25.150000","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sinosaurus","43"
"1674391","occ","","IF","237362","Sousatitanosauripus robsoni n. gen. n. sp.","species","501006","","Sousatitanosauripus robsoni","species","501006","Berriasian","Hauterivian","143.1","125.77","90008","-38.421398","-6.803800","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sousatitanosauripus","40"
"1674417","occ","","","237366","Phuwiangosaurus sirindhornae","species","56410","","Phuwiangosaurus sirindhornae","species","56410","Late Barremian","","125.77","121.4","90009","102.546997","17.245001","Chordata","Saurischia","NO_ORDER_SPECIFIED","Euhelopodidae","Phuwiangosaurus","120"
"1682381","occ","","","238380","Lishulong wangi n. gen. n. sp.","species","502299","","Lishulong wangi","species","502299","Late Sinemurian","Toarcian","199.5","174.7","90508","111.972527","34.124687","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lishulong","43"
"1682711","occ","","","238433","Yanbeilong ultimus n. gen. n. sp.","species","494753","","Yanbeilong ultimus","species","494753","Albian","","113.2","100.5","88972","112.762497","39.886944","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yanbeilong","118"
"1685059","occ","","","238672","Yuanyanglong bainian n. gen. n. sp.","species","502774","","Yuanyanglong bainian","species","502774","Aptian","Albian","121.4","100.5","90711","105.750000","40.271702","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yuanyanglong","40"
"1685325","occ","","","238724","Riojavenatrix lacustris n. gen. n. sp.","species","502839","","Riojavenatrix lacustris","species","502839","Early Aptian","","121.4","119.57","90749","-2.026410","42.048691","Chordata","Saurischia","NO_ORDER_SPECIFIED","Spinosauridae","Riojavenatrix","119"
"1685352","occ","","","49338","Allosaurus anax n. sp.","species","502841","","Allosaurus anax","species","502841","Late Kimmeridgian","Tithonian","152.21","143.1","90751","-102.826103","36.898899","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Allosaurus","41"
"1685803","occ","","IF","149715","Ralikhomopus aviator n. gen. n. sp.","species","503086","","Ralikhomopus aviator","species","503086","Pliensbachian","","192.9","184.2","30917","27.589167","-30.379168","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ralikhomopus","132"
"1685817","occ","","IF","121305","Selenichnus falcatus","species","67375","","Selenichnus falcatus","species","67375","Hettangian","","201.4","199.5","90805","-113.556946","37.092499","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Selenichnus","134"
"1685893","occ","","","238796","Skorpiovenator bustingorryi","species","138557","","Skorpiovenator bustingorryi","species","138557","Late Cenomanian","Turonian","100.5","89.8","90824","-68.827003","-39.246498","Chordata","Saurischia","NO_ORDER_SPECIFIED","Abelisauridae","Skorpiovenator","39"
"1686322","occ","","","231775","Baminornis zhenghensis n. gen. n. sp.","species","503152","","Baminornis zhenghensis","species","503152","Late Kimmeridgian","Early Tithonian","152.21","145.06","90869","119.004440","27.148056","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Baminornis","41"
"1686746","occ","","","239044","Archaeocursor asiaticus n. gen. n. sp.","species","503587","","Archaeocursor asiaticus","species","503587","Late Sinemurian","Pliensbachian","199.5","184.2","90958","106.582497","29.749166","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeocursor","43"
"1686761","occ","","","68039","Coahuilasaurus lipani","species","502380","","Coahuilasaurus lipani","species","502380","Late Campanian","","83.6","72.2","90562","-101.334724","25.568890","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Coahuilasaurus","113"
"1686762","occ","","","233578","Qianjiangsaurus changshengi n. gen. n. sp.","species","503601","","Qianjiangsaurus changshengi","species","503601","Late Cretaceous","","100.5","66","90968","108.804169","29.449444","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Qianjiangsaurus","39"
"1686974","occ","","","68524","Velociraptor mongoliensis","species","54554","","Velociraptor mongoliensis","species","54554","Campanian","","83.6","72.2","91033","100.901947","43.664444","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Velociraptor","113"
"1686975","occ","","","154244","Labocania aguillonae n. sp.","species","502302","","Labocania aguillonae","species","502302","Late Campanian","","83.6","72.2","90509","-101.358788","25.541889","Chordata","Saurischia","NO_ORDER_SPECIFIED","Tyrannosauridae","Labocania","113"
"1688516","occ","","","239464","Magyarosaurus dacus","species","64332","","Magyarosaurus dacus","species","64331","Early Maastrichtian","","72.2","66","91282","22.782900","45.607101","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Magyarosaurus","112"
"1688537","occ","","","239466","Magyarosaurus dacus","species","64332","","Magyarosaurus dacus","species","64331","Early Maastrichtian","","72.2","66","91282","23.092192","45.493622","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Magyarosaurus","112"
"1688765","occ","","","239490","Chadititan calvoi n. gen. n. sp.","species","505093","","Chadititan calvoi","species","505093","Campanian","","83.6","72.2","91295","-67.690002","-39.378613","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Chadititan","113"
"1688887","occ","","","239512","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","Late Maastrichtian","","72.2","66","91309","-105.038887","45.978611","Chordata","Saurischia","NO_ORDER_SPECIFIED","Tyrannosauridae","Tyrannosaurus","112"
"1689447","occ","","F","239609","Macroelongatoolithus carlylei","species","98799","","Macroelongatoolithus carlylei","species","82907","Early Cenomanian","","100.5","93.9","91397","-111.139442","38.865276","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroelongatoolithus","117"
"1689448","occ","","F","206450","Macroelongatoolithus carlylei","species","98799","","Macroelongatoolithus carlylei","species","82907","Early Cenomanian","Middle Cenomanian","100.5","93.9","91397","-111.268890","38.644444","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroelongatoolithus","117"
"1689449","occ","","F","200123","Continuoolithus canadensis","species","67339","","Continuoolithus canadensis","species","67339","Early Cenomanian","","100.5","93.9","91397","-111.365280","38.638332","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Continuoolithus","117"
"1689450","occ","","F","239610","Spheroolithus albertensis","species","67291","","Spheroolithus albertensis","species","67291","Early Cenomanian","","100.5","93.9","91397","-111.269997","38.642223","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus","117"
"1689451","occ","","F","239610","Undulatoolithus pengi","species","285524","","Undulatoolithus pengi","species","285524","Early Cenomanian","","100.5","93.9","91397","-111.269997","38.642223","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Undulatoolithus","117"
"1689454","occ","","F","239610","Continuoolithus canadensis","species","67339","","Continuoolithus canadensis","species","67339","Early Cenomanian","","100.5","93.9","91397","-111.269997","38.642223","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Continuoolithus","117"
"1689455","occ","","F","239611","Continuoolithus canadensis","species","67339","","Continuoolithus canadensis","species","67339","Early Cenomanian","","100.5","93.9","91397","-111.276390","38.645279","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Continuoolithus","117"
"1689456","occ","","F","239612","Spheroolithus albertensis","species","67291","","Spheroolithus albertensis","species","67291","Early Cenomanian","","100.5","93.9","91397","-111.152779","38.848610","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus","117"
"1689457","occ","","F","239612","Macroelongatoolithus carlylei","species","98799","","Macroelongatoolithus carlylei","species","82907","Early Cenomanian","","100.5","93.9","91397","-111.152779","38.848610","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroelongatoolithus","117"
"1689458","occ","","F","14399","Spheroolithus europaeus","species","399337","","Spheroolithus europaeus","species","399337","Early Cenomanian","","100.5","93.9","91397","-111.081108","38.938610","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus","117"
"1689460","occ","","F","206452","Macroelongatoolithus carlylei","species","98799","","Macroelongatoolithus carlylei","species","82907","Early Cenomanian","","100.5","93.9","91397","-111.001663","39.054169","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroelongatoolithus","117"
"1689461","occ","","F","239614","Macroelongatoolithus carlylei","species","98799","","Macroelongatoolithus carlylei","species","82907","Early Cenomanian","","100.5","93.9","91397","-111.114723","38.890835","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroelongatoolithus","117"
"1689462","occ","","F","239610","Macroelongatoolithus carlylei","species","98799","","Macroelongatoolithus carlylei","species","82907","Early Cenomanian","","100.5","93.9","91397","-111.269997","38.642223","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroelongatoolithus","117"
"1690384","occ","","","239755","Valdosaurus canaliculatus","species","52886","","Valdosaurus canaliculatus","species","52885","Barremian","","125.77","121.4","31500","-1.430000","50.639000","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Dryosauridae","Valdosaurus","120"
"1690704","occ","","","239804","Duonychus tsogtbaatari n. gen. n. sp.","species","506063","","Duonychus tsogtbaatari","species","506063","Cenomanian","Santonian","100.5","83.6","91519","107.396385","43.452499","Chordata","Saurischia","NO_ORDER_SPECIFIED","Therizinosauridae","Duonychus","39"
"1690770","occ","","","194726","Gallus gallus","species","368033","","Gallus gallus","species","321675","Holocene","","0.0117","0","91538","178.677002","-17.584999","Chordata","Saurischia","Galliformes","Phasianidae","Gallus","32"
"1691731","occ","","","217012","Conchoraptor gracilis","species","67259","","Conchoraptor gracilis","species","67259","Middle Campanian","Late Campanian","83.6","72.2","91774","101.145554","43.488609","Chordata","Saurischia","NO_ORDER_SPECIFIED","Oviraptoridae","Conchoraptor","113"
"1691920","occ","","","240040","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","Carnian","","237","227.3","10521","-68.283333","-30.133333","Chordata","Saurischia","NO_ORDER_SPECIFIED","Herrerasauridae","Herrerasaurus","137"
"1698882","occ","","","240719","Coturnix lignorum n. sp.","species","508762","","Coturnix lignorum","species","508762","Holocene","","0.0117","0","92064","-16.715000","32.744999","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","32"
"1698883","occ","","","240727","Coturnix lignorum","species","508762","","Coturnix lignorum","species","508762","Holocene","","0.0117","0","92064","-16.715000","32.744999","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","32"
"1698884","occ","","","240728","Coturnix lignorum","species","508762","","Coturnix lignorum","species","508762","Holocene","","0.0117","0","92064","-16.715000","32.744999","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","32"
"1698885","occ","","","194294","Coturnix alabrevis","species","508763","","Coturnix alabrevis","species","508763","Middle Pleistocene","Holocene","0.774","0","92064","-16.299999","33.070000","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","12"
"1698886","occ","","","194295","Coturnix alabrevis n. sp.","species","508763","","Coturnix alabrevis","species","508763","Middle Pleistocene","Holocene","0.774","0","92064","-16.355000","33.087002","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","12"
"1698887","occ","","","240729","Coturnix centensis n. sp.","species","508764","","Coturnix centensis","species","508764","Holocene","","0.0117","0","92064","-24.930000","16.860001","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","32"
"1699900","occ","","","240844","Callipepla californica","species","368468","","Callipepla californica","species","368467","Rancholabrean","","0.21","0.014","92144","-117.988335","33.658333","Chordata","Saurischia","Galliformes","Odontophoridae","Callipepla","33"
"1700496","occ","","","240960","? Stokesosaurus clevelandi","species","64493","","Stokesosaurus clevelandi","species","64493","Kimmeridgian","Tithonian","154.8","143.1","92238","-107.529999","44.130001","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stokesosaurus","41"
"1702734","occ","","","241291","Enigmacursor mollyborthwickae n. gen. n. sp.","species","510408","","Enigmacursor mollyborthwickae","species","510408","Kimmeridgian","Tithonian","154.8","143.1","92419","-108.727219","40.261391","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Enigmacursor","41"
"1702962","occ","","","241336","Crax alberti","species","510627","","Crax alberti","species","510627","Holocene","","0.0117","0","92469","-67.699997","10.250000","Chordata","Saurischia","Galliformes","Cracidae","Crax","32"
"1703539","occ","","","241394","Tongnanlong zhimingi n. gen. n. sp.","species","511035","","Tongnanlong zhimingi","species","511035","Late Jurassic","","161.5","143.1","92519","105.804726","30.178888","Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Tongnanlong","41"
"1703906","occ","","","36707","Hesperornis regalis","species","96488","","Hesperornis regalis","species","96488","Middle Campanian","","83.6","72.2","9799","-98.305000","49.331001","Chordata","Saurischia","Hesperornithiformes","Hesperornithidae","Hesperornis","113"
"1704064","occ","","","241481","Kulindadromeus zabaikalicus","species","300573","","Kulindadromeus zabaikalicus","species","300573","Late Bathonian","","168.2","165.3","52036","116.715836","52.519722","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Kulindadromeus","128"
"1704104","occ","","","241482","Kulindadromeus zabaikalicus","species","300573","","Kulindadromeus zabaikalicus","species","300573","Late Bathonian","","168.2","165.3","52036","116.715836","52.519722","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Kulindadromeus","128"
"1705090","occ","","F","190544","Shri rapax n. sp.","species","511803","","Shri rapax","species","511803","Campanian","","83.6","72.2","92627","100.901947","43.664444","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Shri","113"
"1706128","occ","","","127668","cf. Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Late Campanian","","83.6","72.2","92746","103.721390","44.145279","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Protoceratopsidae","Protoceratops","113"
"1706130","occ","","","69931","Gremlin slobodorum","species","496387","","Gremlin slobodorum","species","496387","Late Campanian","","83.6","72.2","89235","-112.524338","48.496719","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Gremlin","113"
"1706131","occ","","","241747","Gremlin slobodorum n. gen. n. sp.","species","496387","","Gremlin slobodorum","species","496387","Middle Campanian","","83.6","72.2","89235","-110.855278","49.078609","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Leptoceratopsidae","Gremlin","113"
"1706135","occ","","F","52007","Faveoloolithus ningxiaensis","species","84322","","Faveoloolithus ningxiaensis","species","84322","Middle Albian","Late Albian","110.1","100.5","92750","108.398613","45.845833","Chordata","Saurischia","NO_ORDER_SPECIFIED","Faveoloolithidae","Faveoloolithus","118"
"1706136","occ","","F","11582","Faveoloolithus ningxiaensis","species","84322","","Faveoloolithus ningxiaensis","species","84322","Middle Campanian","Late Campanian","83.6","72.2","92750","99.599998","43.299999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Faveoloolithidae","Faveoloolithus","113"
"1706137","occ","","F","154408","Faveoloolithus ningxiaensis","species","84322","","Faveoloolithus ningxiaensis","species","84322","Middle Campanian","Late Campanian","83.6","72.2","92750","101.331947","43.938889","Chordata","Saurischia","NO_ORDER_SPECIFIED","Faveoloolithidae","Faveoloolithus","113"
"1706138","occ","","F","154402","Faveoloolithus ningxiaensis","species","84322","","Faveoloolithus ningxiaensis","species","84322","Middle Campanian","Late Campanian","83.6","72.2","92750","101.331947","43.938889","Chordata","Saurischia","NO_ORDER_SPECIFIED","Faveoloolithidae","Faveoloolithus","113"
"1706139","occ","","F","53229","Faveoloolithus ningxiaensis","species","84322","","Faveoloolithus ningxiaensis","species","84322","Late Campanian","","83.6","72.2","92750","103.692329","44.156948","Chordata","Saurischia","NO_ORDER_SPECIFIED","Faveoloolithidae","Faveoloolithus","113"
"1706140","occ","","F","118256","Dendroolithus verrucarius","species","84310","recombined as","Coralloidoolithus verrucarius","species","84310","Middle Campanian","Late Campanian","83.6","72.2","92750","101.516670","43.466667","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stalicoolithidae","Coralloidoolithus","113"
"1706141","occ","","F","165580","Dendroolithus verrucarius","species","84310","recombined as","Coralloidoolithus verrucarius","species","84310","Maastrichtian","","72.2","66","92750","100.366669","43.479168","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stalicoolithidae","Coralloidoolithus","112"
"1706142","occ","","F","65327","Dendroolithus verrucarius","species","84310","recombined as","Coralloidoolithus verrucarius","species","84310","Middle Campanian","Late Campanian","83.6","72.2","92750","107.843613","43.663334","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stalicoolithidae","Coralloidoolithus","113"
"1706143","occ","42733","F","154402","Dendroolithus verrucarius","species","84310","recombined as","Coralloidoolithus verrucarius","species","84310","Middle Campanian","Late Campanian","83.6","72.2","93111","101.331947","43.938889","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stalicoolithidae","Coralloidoolithus","113"
"1706144","occ","","F","179625","Dendroolithus microporosus","species","84311","","Dendroolithus microporosus","species","84311","Maastrichtian","","72.2","66","92750","99.833054","43.474724","Chordata","Reptilia","NO_ORDER_SPECIFIED","Phaceloolithidae","Dendroolithus","112"
"1706145","occ","","F","73437","Ovaloolithus dinornithoides","species","84309","","Ovaloolithus dinornithoides","species","84309","Maastrichtian","","72.2","66","92750","100.477776","43.572224","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ovaloolithidae","Ovaloolithus","112"
"1706146","occ","","F","165580","Ovaloolithus dinornithoides","species","84309","","Ovaloolithus dinornithoides","species","84309","Maastrichtian","","72.2","66","92750","100.366669","43.479168","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ovaloolithidae","Ovaloolithus","112"
"1706147","occ","","F","100265","Paraspheroolithus irenensis","species","68511","","Paraspheroolithus irenensis","species","68510","Middle Campanian","Late Campanian","83.6","72.2","92749","105.739998","42.291943","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Paraspheroolithus","113"
"1706148","occ","","F","127674","Spheroolithus maiasauroides","species","84307","","Spheroolithus maiasauroides","species","84307","Maastrichtian","","72.2","66","92749","100.457779","43.597221","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus","112"
"1706151","occ","","F","108342","Protoceratopsidovum cf. minimum","species","84314","","Protoceratopsidovum minimum","species","84314","Cenomanian","Santonian","100.5","83.6","92749","109.913330","44.270279","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Prismatoolithidae","Protoceratopsidovum","39"
"1706154","occ","","F","130798","? Elongatoolithus subtitectorius","species","84320","","Elongatoolithus subtitectorius","species","84320","Campanian","","83.6","72.2","92749","102.822220","44.051388","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","113"
"1706950","occ","","","241995","Coturnix coturnix","species","365980","","Coturnix coturnix","species","365977","Early Pleistocene","","2.58","0.774","92837","3.000000","42.000000","Chordata","Saurischia","Galliformes","Phasianidae","Coturnix","33"
"1709039","occ","","","242278","Huashanosaurus qini n. gen. n. sp.","species","514504","","Huashanosaurus qini","species","514504","Early Jurassic","Middle Jurassic","201.4","161.5","93029","107.248497","22.106001","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Huashanosaurus","15"
"1709288","occ","","IF","242315","Ruopodosaurus clava","species","514723","","Ruopodosaurus clava","species","514723","Cenomanian","","100.5","93.9","93059","-121.089996","55.174999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Ruopodosaurus","117"
"1709289","occ","","IF","242316","Ruopodosaurus clava","species","514723","","Ruopodosaurus clava","species","514723","Late Cenomanian","Middle Cenomanian","100.5","93.9","93059","-121.244003","55.141998","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Ruopodosaurus","117"
"2037715","occ","","","275222","Joaquinraptor casali n. gen. n. sp.","species","514972","","Joaquinraptor casali","species","514972","Late Maastrichtian","","72.2","66","93097","-68.442497","-45.621666","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megaraptoridae","Joaquinraptor","112"
"2038073","occ","","F","275334","Fusioolithus baghensis","species","435404","","Fusioolithus baghensis","species","81824","Late Maastrichtian","","72.2","66","93110","79.194702","11.025300","Chordata","Reptilia","NO_ORDER_SPECIFIED","Fusioolithidae","Fusioolithus","112"
"2038547","occ","","","275402","Psittacosaurus amitabha n. sp.","species","438219","","Psittacosaurus amitabha","species","438219","Hauterivian","Barremian","132.6","121.4","77017","101.866699","44.748798","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psittacosaurus","40"
"2038598","occ","","F","275420","Dendroolithus fengguangcunensis","species","248690","","Dendroolithus fengguangcunensis","species","248690","Campanian","Maastrichtian","83.6","66","77475","114.707001","23.707001","Chordata","Reptilia","NO_ORDER_SPECIFIED","Phaceloolithidae","Dendroolithus","39"
"2038599","occ","","F","275420","Paraspheroolithus sanwangbacunensis n. sp.","species","248689","","Paraspheroolithus sanwangbacunensis","species","248689","Campanian","Maastrichtian","83.6","66","77475","114.707001","23.707001","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Paraspheroolithus","39"
"2038600","occ","","F","134619","Dendroolithus fengguangcunensis n. sp.","species","248690","","Dendroolithus fengguangcunensis","species","248690","Campanian","Maastrichtian","83.6","66","77475","114.703003","23.708000","Chordata","Reptilia","NO_ORDER_SPECIFIED","Phaceloolithidae","Dendroolithus","39"
"2038601","occ","","F","275421","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Campanian","Maastrichtian","83.6","66","77475","114.754997","23.792999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","39"
"2038602","occ","","F","275422","Elongatoolithus elongatus","species","67188","","Elongatoolithus elongatus","species","67187","Campanian","Maastrichtian","83.6","66","77475","114.753334","23.792500","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","39"
"2038833","occ","","F","275459","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038834","occ","","F","275460","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038835","occ","","F","275461","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038836","occ","","F","275461","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
"2038837","occ","","F","275462","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038838","occ","","F","275463","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038839","occ","","F","275464","Macroolithus yaotunensis","species","67184","","Macroolithus yaotunensis","species","67184","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Macroolithus","112"
"2038840","occ","","F","275464","Elongatoolithus andrewsi","species","67193","","Elongatoolithus andrewsi","species","67193","Maastrichtian","","72.2","66","93183","114.529999","25.220556","Chordata","Saurischia","NO_ORDER_SPECIFIED","Elongatoolithidae","Elongatoolithus","112"
