"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"54196","378234","txn","","","Maraapunisaurus fragillimus","","54196","species","Maraapunisaurus fragillimus","378233","Maraapunisaurus","4411","extinct","1","149.2","143.1","149.2","143.1","Tithonian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Maraapunisaurus",""
"496270","496270","txn","","","Campananeyen fragilissimus","","496270","species","Campananeyen fragilissimus","496269","Campananeyen","89226","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Campananeyen",""
"507184","507184","txn","","","Cienciargentina sanchezi","","507184","species","Cienciargentina sanchezi","507183","Cienciargentina","91812","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Cienciargentina",""
"515931","515931","txn","","","Astigmasaura genuflexa","","515931","species","Astigmasaura genuflexa","515930","Astigmasaura","93303","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","Rebbachisauridae","Astigmasaura",""
"66567","66567","txn","","","Agustinia ligabuei","","66567","species","Agustinia ligabuei","66565","Agustinia","13862","extinct","1","113.2","100.5","113.2","100.5","Albian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Agustinia",""
"67741","67741","txn","","","Cetiosauriscus stewarti","","67741","species","Cetiosauriscus stewarti","38667","Cetiosauriscus","14481","extinct","1","165.3","161.5","165.3","161.5","Callovian","","1","0","Chordata","Saurischia","","","Cetiosauriscus",""
"374084","374084","txn","","","Lingwulong shenqi","","374084","species","Lingwulong shenqi","374083","Lingwulong","66404","extinct","1","174.7","161.5","174.7","161.5","Aalenian","Callovian","1","0","Chordata","Saurischia","","","Lingwulong",""
"140518","140518","txn","","","Amargatitanis macni","","140518","species","Amargatitanis macni","140517","Amargatitanis","29093","extinct","1","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Amargatitanis",""
"57364","57364","txn","","","Suuwassea emilieae","","57364","species","Suuwassea emilieae","57363","Suuwassea","10483","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Suuwassea",""
"53962","53962","txn","","","Amargasaurus cazaui","","53962","species","Amargasaurus cazaui","53960","Amargasaurus","5970","extinct","2","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Amargasaurus",""
"362056","362056","txn","","","Amargasaurus groeberi","replaced by","53962","species","Amargasaurus cazaui","53960","Amargasaurus","63573","extinct","2","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Amargasaurus",""
"66115","66115","txn","","","Brachytrachelopan mesai","","66115","species","Brachytrachelopan mesai","66114","Brachytrachelopan","13656","extinct","1","154.8","145.06","154.8","145.06","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Dicraeosauridae","Brachytrachelopan",""
"65941","65941","txn","","","Dicraeosaurus hansemanni","","65941","species","Dicraeosaurus hansemanni","38668","Dicraeosaurus","36770","extinct","5","161.5","154.8","149.2","143.1","Oxfordian","Tithonian","1","0","Chordata","Saurischia","","Dicraeosauridae","Dicraeosaurus",""
"65942","65942","txn","","","Dicraeosaurus sattleri","","65942","species","Dicraeosaurus sattleri","38668","Dicraeosaurus","36770","extinct","12","152.21","143.1","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Dicraeosauridae","Dicraeosaurus",""
"381350","381350","txn","","","Bajadasaurus pronuspinax","","381350","species","Bajadasaurus pronuspinax","381349","Bajadasaurus","67852","extinct","1","139.1","132.6","139.1","132.6","Berriasian","Valanginian","1","0","Chordata","Saurischia","","Dicraeosauridae","Bajadasaurus",""
"157546","157546","txn","","","Dyslocosaurus polyonychius","","157546","species","Dyslocosaurus polyonychius","157545","Dyslocosaurus","31175","extinct","1","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Dicraeosauridae","Dyslocosaurus",""
"253020","253020","txn","","","Kaatedocus siberi","","253020","species","Kaatedocus siberi","253018","Kaatedocus","43977","extinct","1","154.8","149.2","154.8","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Kaatedocus",""
"515984","515984","txn","","","Athenar bermani","","515984","species","Athenar bermani","515983","Athenar","93312","extinct","1","149.2","145.06","149.2","145.06","Tithonian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Athenar",""
"375509","375509","txn","","","Pilmatueia faundezi","","375509","species","Pilmatueia faundezi","375508","Pilmatueia","66684","extinct","1","137.05","132.6","137.05","132.6","Valanginian","","1","0","Chordata","Saurischia","","Dicraeosauridae","Pilmatueia",""
"63765","431633","txn","","","Smitanosaurus agilis","","63765","species","Smitanosaurus agilis","431632","Smitanosaurus","10620","extinct","1","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Dicraeosauridae","Smitanosaurus",""
"64726","64727","txn","","","Tornieria africana","","64726","species","Tornieria africana","38695","Tornieria","51607","extinct","6","152.21","149.2","149.2","143.1","Kimmeridgian","Tithonian","2","0","Chordata","Saurischia","","Diplodocidae","Tornieria",""
"52920","52920","txn","","","Diplodocus longus","","52920","species","Diplodocus longus","38669","Diplodocus","7803","extinct","5","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Diplodocus",""
"66615","104974","txn","","","Diplodocus hallorum","","66615","species","Diplodocus hallorum","38669","Diplodocus","13886","extinct","3","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Diplodocus",""
"65917","65917","txn","","","Diplodocus carnegii","","65917","species","Diplodocus carnegii","38669","Diplodocus","5990","extinct","4","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Diplodocus",""
"295115","295115","txn","","","Leinkupal laticauda","","295115","species","Leinkupal laticauda","295114","Leinkupal","51173","extinct","1","139.1","132.6","139.1","132.6","Berriasian","Valanginian","1","0","Chordata","Saurischia","","Diplodocidae","Leinkupal",""
"65362","65362","txn","","","Dinheirosaurus lourinhanensis","","65362","species","Dinheirosaurus lourinhanensis","65361","Dinheirosaurus","13166","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","Diplodocidae","Dinheirosaurus",""
"498484","498484","txn","","","Ardetosaurus viator","","498484","species","Ardetosaurus viator","498483","Ardetosaurus","89446","extinct","1","154.8","149.2","154.8","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","Diplodocidae","Ardetosaurus",""
"65918","319103","txn","","","Galeamopus hayi","","65918","species","Galeamopus hayi","319102","Galeamopus","13559","extinct","2","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Galeamopus",""
"352582","352582","txn","","","Galeamopus pabsti","","352582","species","Galeamopus pabsti","319102","Galeamopus","62229","extinct","3","154.8","149.2","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Galeamopus",""
"56455","56455","txn","","","Supersaurus vivianae","","56455","species","Supersaurus vivianae","56456","Supersaurus","12262","extinct","4","154.8","145.06","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Supersaurus",""
"63786","63786","txn","","","Dystylosaurus edwini","subjective synonym of","56455","species","Supersaurus vivianae","56456","Supersaurus","12262","extinct","4","154.8","145.06","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Supersaurus",""
"56449","56453","txn","","","Ultrasauros macintoshi","subjective synonym of","56455","species","Supersaurus vivianae","56456","Supersaurus","12262","extinct","4","154.8","145.06","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Supersaurus",""
"92310","92310","txn","","","Barosaurus gracilis","nomen nudum, species not entered","38666","genus","Barosaurus","38666","Barosaurus","5700","extinct","0","","","","","","","0","0","Chordata","Saurischia","","Diplodocidae","Barosaurus",""
"54166","54166","txn","","","Barosaurus lentus","","54166","species","Barosaurus lentus","38666","Barosaurus","12250","extinct","3","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Barosaurus",""
"52958","52958","txn","","","Apatosaurus ajax","","52958","species","Apatosaurus ajax","38665","Apatosaurus","7811","extinct","3","154.8","145.06","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Apatosaurus",""
"57752","57752","txn","","","Apatosaurus louisae","","57752","species","Apatosaurus louisae","38665","Apatosaurus","14351","extinct","5","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Apatosaurus",""
"52974","52974","txn","","","Apatosaurus laticollis","subjective synonym of","57752","species","Apatosaurus louisae","38665","Apatosaurus","5981","extinct","5","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Apatosaurus",""
"52966","52966","txn","","","Atlantosaurus immanis","nomen dubium, species not entered","66543","subfamily","Apatosaurinae","66543","Apatosaurinae","7813","extinct","1","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","0","0","Chordata","Saurischia","","Diplodocidae","",""
"52982","52982","txn","","","Brontosaurus excelsus","","52982","species","Brontosaurus excelsus","52983","Brontosaurus","7814","extinct","13","154.8","143.1","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Brontosaurus",""
"52991","52991","txn","","","Brontosaurus amplus","subjective synonym of","52982","species","Brontosaurus excelsus","52983","Brontosaurus","7816","extinct","13","154.8","143.1","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Brontosaurus",""
"66834","319105","txn","","","Brontosaurus yahnahpin","","66834","species","Brontosaurus yahnahpin","52983","Brontosaurus","14073","extinct","3","154.8","145.06","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Brontosaurus",""
"441116","441116","txn","","","Brontosaurus giganteus","nomen nudum, species not entered","52983","genus","Brontosaurus","52983","Brontosaurus","77735","extinct","1","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","0","0","Chordata","Saurischia","","Diplodocidae","Brontosaurus",""
"66540","319100","txn","","","Brontosaurus parvus","","66540","species","Brontosaurus parvus","52983","Brontosaurus","13855","extinct","4","154.8","143.1","152.21","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Diplodocidae","Brontosaurus",""
"57629","57629","txn","","","Diplodocus lacustris","nomen dubium, species not entered","57361","unranked clade","Flagellicaudata","57361","Flagellicaudata","10626","extinct","1","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","0","0","Chordata","Saurischia","","","",""
"66582","66582","txn","","","Haplocanthosaurus delfsi","","66582","species","Haplocanthosaurus delfsi","38658","Haplocanthosaurus","13877","extinct","1","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","","Haplocanthosaurus",""
"57370","64504","txn","","","Haplocanthosaurus priscus","","57370","species","Haplocanthosaurus priscus","38658","Haplocanthosaurus","10485","extinct","2","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","","Haplocanthosaurus",""
"64503","64503","txn","","","Haplocanthosaurus utterbacki","subjective synonym of","57370","species","Haplocanthosaurus priscus","38658","Haplocanthosaurus","12960","extinct","2","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","","Haplocanthosaurus",""
"53181","53181","txn","","","Amphicoelias altus","","53181","species","Amphicoelias altus","53180","Amphicoelias","33920","extinct","1","149.2","145.06","149.2","145.06","Tithonian","","1","0","Chordata","Saurischia","","","Amphicoelias",""
"231023","231023","txn","","","Amphicoelias brontodiplodocus","","231023","species","Amphicoelias brontodiplodocus","53180","Amphicoelias","41030","extinct","1","157.9","152.21","157.9","152.21","","","1","0","Chordata","Saurischia","","","Amphicoelias",""
"270396","270396","txn","","","Nebulasaurus taito","","270396","species","Nebulasaurus taito","270395","Nebulasaurus","47105","extinct","1","174.7","168.2","174.7","168.2","Aalenian","Bajocian","1","0","Chordata","Saurischia","","","Nebulasaurus",""
"66080","66080","txn","","","Bothriospondylus madagascariensis","nomen dubium, species not entered","57437","unranked clade","Eusauropoda","57437","Eusauropoda","14153","extinct","8","168.2","165.3","168.2","165.3","Bathonian","","0","0","Chordata","Saurischia","","","",""
"52875","52875","txn","","","Dystrophaeus viaemalae","","52875","species","Dystrophaeus viaemalae","38706","Dystrophaeus","7794","extinct","1","157.9","154.8","157.9","154.8","","","1","0","Chordata","Saurischia","","","Dystrophaeus",""
"66496","66496","txn","","","Lapparentosaurus madagascariensis","","66496","species","Lapparentosaurus madagascariensis","65915","Lapparentosaurus","13816","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","1","0","Chordata","Saurischia","","","Lapparentosaurus",""
"67002","67002","txn","","","Cetiosaurus glymptonensis","nomen dubium, species not entered","57437","unranked clade","Eusauropoda","57437","Eusauropoda","23773","extinct","2","168.2","165.3","168.2","165.3","Bathonian","","0","0","Chordata","Saurischia","","","",""
"64729","66642","txn","","","Janenschia robusta","","64729","species","Janenschia robusta","66641","Janenschia","51607","extinct","2","149.2","143.1","149.2","143.1","Tithonian","","1","0","Chordata","Saurischia","","","Janenschia",""
"67550","67550","txn","","","Ferganasaurus verzilini","","67550","species","Ferganasaurus verzilini","67549","Ferganasaurus","14368","extinct","1","165.3","161.5","165.3","161.5","Callovian","","1","0","Chordata","Saurischia","","","Ferganasaurus",""
